848
	0
PRTF Slng|ablt|impf|plur|pres|pssv|tran	3699
PRTF Slng|impf|loct|masc|pres|pssv|sing|tran	3680
PRTF Slng|femn|impf|loct|pres|pssv|sing|tran	3687
PRTF Slng|impf|loct|neut|pres|pssv|sing|tran	3693
PRTF Slng|impf|loct|plur|pres|pssv|tran	3700
PRTF Slng|V-oy|ablt|femn|impf|pres|pssv|sing|tran	3686
PRTF Slng|masc|nomn|past|perf|pssv|sing|tran	3701
PRTF Slng|femn|nomn|past|perf|pssv|sing|tran	3708
PRTF Slng|neut|nomn|past|perf|pssv|sing|tran	3715
PRTF Slng|nomn|past|perf|plur|pssv|tran	3721
PRTF Slng|gent|masc|past|perf|pssv|sing|tran	3702
PRTF Slng|femn|gent|past|perf|pssv|sing|tran	3709
PRTF Slng|gent|neut|past|perf|pssv|sing|tran	3716
PRTF Slng|gent|past|perf|plur|pssv|tran	3722
PRTF Slng|datv|masc|past|perf|pssv|sing|tran	3703
PRTF Slng|datv|femn|past|perf|pssv|sing|tran	3710
PRTF Slng|datv|neut|past|perf|pssv|sing|tran	3717
PRTF Slng|datv|past|perf|plur|pssv|tran	3723
PRTF Slng|accs|anim|masc|past|perf|pssv|sing|tran	3704
PRTF Slng|accs|inan|masc|past|perf|pssv|sing|tran	3705
PRTF Slng|accs|femn|past|perf|pssv|sing|tran	3711
PRTF Slng|accs|neut|past|perf|pssv|sing|tran	3718
PRTF Slng|accs|anim|past|perf|plur|pssv|tran	3724
PRTF Slng|accs|inan|past|perf|plur|pssv|tran	3725
PRTF Slng|ablt|masc|past|perf|pssv|sing|tran	3706
PRTF Slng|ablt|femn|past|perf|pssv|sing|tran	3712
PRTF Slng|ablt|neut|past|perf|pssv|sing|tran	3719
PRTF Slng|ablt|past|perf|plur|pssv|tran	3726
PRTF Slng|loct|masc|past|perf|pssv|sing|tran	3707
PRTF Slng|femn|loct|past|perf|pssv|sing|tran	3714
PRTF Slng|loct|neut|past|perf|pssv|sing|tran	3720
PRTF Slng|loct|past|perf|plur|pssv|tran	3727
PRTF Slng|V-oy|ablt|femn|past|perf|pssv|sing|tran	3713
PRTF Arch|actv|impf|masc|nomn|pres|sing|tran	3728
PRTF Arch|actv|femn|impf|nomn|pres|sing|tran	3735
PRTF Arch|actv|impf|neut|nomn|pres|sing|tran	3742
PRTF Arch|actv|impf|nomn|plur|pres|tran	3748
PRTF Arch|actv|gent|impf|masc|pres|sing|tran	3729
PRTF Arch|actv|femn|gent|impf|pres|sing|tran	3736
PRTF Arch|actv|gent|impf|neut|pres|sing|tran	3743
PRTF Arch|actv|gent|impf|plur|pres|tran	3749
PRTF Arch|actv|datv|impf|masc|pres|sing|tran	3730
PRTF Arch|actv|datv|femn|impf|pres|sing|tran	3737
PRTF Arch|actv|datv|impf|neut|pres|sing|tran	3744
PRTF Arch|actv|datv|impf|plur|pres|tran	3750
PRTF Arch|accs|actv|anim|impf|masc|pres|sing|tran	3731
PRTF Arch|accs|actv|impf|inan|masc|pres|sing|tran	3732
PRTF Arch|accs|actv|femn|impf|pres|sing|tran	3738
PRTF Arch|accs|actv|impf|neut|pres|sing|tran	3745
PRTF Arch|accs|actv|anim|impf|plur|pres|tran	3751
PRTF Arch|accs|actv|impf|inan|plur|pres|tran	3752
PRTF Arch|ablt|actv|impf|masc|pres|sing|tran	3733
PRTF Arch|ablt|actv|femn|impf|pres|sing|tran	3739
PRTF Arch|ablt|actv|impf|neut|pres|sing|tran	3746
PRTF Arch|ablt|actv|impf|plur|pres|tran	3753
PRTF Arch|actv|impf|loct|masc|pres|sing|tran	3734
PRTF Arch|actv|femn|impf|loct|pres|sing|tran	3741
PRTF Arch|actv|impf|loct|neut|pres|sing|tran	3747
PRTF Arch|actv|impf|loct|plur|pres|tran	3754
PRTF Arch|V-ey|ablt|actv|femn|impf|pres|sing|tran	3740
PRTF Arch|actv|impf|intr|masc|nomn|pres|sing	3763
PRTF Arch|actv|femn|impf|intr|nomn|pres|sing	3770
PRTF Arch|actv|impf|intr|neut|nomn|pres|sing	3777
PRTF Arch|actv|impf|intr|nomn|plur|pres	3783
PRTF Arch|actv|gent|impf|intr|masc|pres|sing	3764
PRTF Arch|actv|femn|gent|impf|intr|pres|sing	3771
PRTF Arch|actv|gent|impf|intr|neut|pres|sing	3778
PRTF Arch|actv|gent|impf|intr|plur|pres	3784
PRTF Arch|actv|datv|impf|intr|masc|pres|sing	3765
PRTF Arch|actv|datv|femn|impf|intr|pres|sing	3772
PRTF Arch|actv|datv|impf|intr|neut|pres|sing	3779
PRTF Arch|actv|datv|impf|intr|plur|pres	3785
PRTF Arch|accs|actv|anim|impf|intr|masc|pres|sing	3766
PRTF Arch|accs|actv|impf|inan|intr|masc|pres|sing	3767
PRTF Arch|accs|actv|femn|impf|intr|pres|sing	3773
PRTF Arch|accs|actv|impf|intr|neut|pres|sing	3780
PRTF Arch|accs|actv|anim|impf|intr|plur|pres	3786
PRTF Arch|accs|actv|impf|inan|intr|plur|pres	3787
PRTF Arch|ablt|actv|impf|intr|masc|pres|sing	3768
PRTF Arch|ablt|actv|femn|impf|intr|pres|sing	3774
PRTF Arch|ablt|actv|impf|intr|neut|pres|sing	3781
PRTF Arch|ablt|actv|impf|intr|plur|pres	3788
PRTF Arch|actv|impf|intr|loct|masc|pres|sing	3769
PRTF Arch|actv|femn|impf|intr|loct|pres|sing	3776
PRTF Arch|actv|impf|intr|loct|neut|pres|sing	3782
PRTF Arch|actv|impf|intr|loct|plur|pres	3789
PRTF Arch|V-ey|ablt|actv|femn|impf|intr|pres|sing	3775
PRTF Arch|actv|masc|nomn|past|perf|sing|tran	3790
PRTF Arch|actv|femn|nomn|past|perf|sing|tran	3797
PRTF Arch|actv|neut|nomn|past|perf|sing|tran	3804
PRTF Arch|actv|nomn|past|perf|plur|tran	3810
PRTF Arch|actv|gent|masc|past|perf|sing|tran	3791
PRTF Arch|actv|femn|gent|past|perf|sing|tran	3798
PRTF Arch|actv|gent|neut|past|perf|sing|tran	3805
PRTF Arch|actv|gent|past|perf|plur|tran	3811
PRTF Arch|actv|datv|masc|past|perf|sing|tran	3792
PRTF Arch|actv|datv|femn|past|perf|sing|tran	3799
PRTF Arch|actv|datv|neut|past|perf|sing|tran	3806
PRTF Arch|actv|datv|past|perf|plur|tran	3812
PRTF Arch|accs|actv|anim|masc|past|perf|sing|tran	3793
PRTF Arch|accs|actv|inan|masc|past|perf|sing|tran	3794
PRTF Arch|accs|actv|femn|past|perf|sing|tran	3800
PRTF Arch|accs|actv|neut|past|perf|sing|tran	3807
PRTF Arch|accs|actv|anim|past|perf|plur|tran	3813
PRTF Arch|accs|actv|inan|past|perf|plur|tran	3814
PRTF Arch|ablt|actv|masc|past|perf|sing|tran	3795
PRTF Arch|ablt|actv|femn|past|perf|sing|tran	3801
PRTF Arch|ablt|actv|neut|past|perf|sing|tran	3808
PRTF Arch|ablt|actv|past|perf|plur|tran	3815
PRTF Arch|actv|loct|masc|past|perf|sing|tran	3796
PRTF Arch|actv|femn|loct|past|perf|sing|tran	3803
PRTF Arch|actv|loct|neut|past|perf|sing|tran	3809
PRTF Arch|actv|loct|past|perf|plur|tran	3816
PRTF Arch|V-ey|ablt|actv|femn|past|perf|sing|tran	3802
PRTF Arch|actv|impf|masc|nomn|past|sing|tran	3825
PRTF Arch|actv|femn|impf|nomn|past|sing|tran	3832
PRTF Arch|actv|impf|neut|nomn|past|sing|tran	3839
PRTF Arch|actv|impf|nomn|past|plur|tran	3845
PRTF Arch|actv|gent|impf|masc|past|sing|tran	3826
PRTF Arch|actv|femn|gent|impf|past|sing|tran	3833
PRTF Arch|actv|gent|impf|neut|past|sing|tran	3840
PRTF Arch|actv|gent|impf|past|plur|tran	3846
PRTF Arch|actv|datv|impf|masc|past|sing|tran	3827
PRTF Arch|actv|datv|femn|impf|past|sing|tran	3834
PRTF Arch|actv|datv|impf|neut|past|sing|tran	3841
PRTF Arch|actv|datv|impf|past|plur|tran	3847
PRTF Arch|accs|actv|anim|impf|masc|past|sing|tran	3828
PRTF Arch|accs|actv|impf|inan|masc|past|sing|tran	3829
PRTF Arch|accs|actv|femn|impf|past|sing|tran	3835
PRTF Arch|accs|actv|impf|neut|past|sing|tran	3842
PRTF Arch|accs|actv|anim|impf|past|plur|tran	3848
PRTF Arch|accs|actv|impf|inan|past|plur|tran	3849
PRTF Arch|ablt|actv|impf|masc|past|sing|tran	3830
PRTF Arch|ablt|actv|femn|impf|past|sing|tran	3836
PRTF Arch|ablt|actv|impf|neut|past|sing|tran	3843
PRTF Arch|ablt|actv|impf|past|plur|tran	3850
PRTF Arch|actv|impf|loct|masc|past|sing|tran	3831
PRTF Arch|actv|femn|impf|loct|past|sing|tran	3838
PRTF Arch|actv|impf|loct|neut|past|sing|tran	3844
PRTF Arch|actv|impf|loct|past|plur|tran	3851
PRTF Arch|V-ey|ablt|actv|femn|impf|past|sing|tran	3837
PRTF Arch|actv|intr|masc|nomn|past|perf|sing	3852
PRTF Arch|actv|femn|intr|nomn|past|perf|sing	3859
PRTF Arch|actv|intr|neut|nomn|past|perf|sing	3866
PRTF Arch|actv|intr|nomn|past|perf|plur	3872
PRTF Arch|actv|gent|intr|masc|past|perf|sing	3853
PRTF Arch|actv|femn|gent|intr|past|perf|sing	3860
PRTF Arch|actv|gent|intr|neut|past|perf|sing	3867
PRTF Arch|actv|gent|intr|past|perf|plur	3873
PRTF Arch|actv|datv|intr|masc|past|perf|sing	3854
PRTF Arch|actv|datv|femn|intr|past|perf|sing	3861
PRTF Arch|actv|datv|intr|neut|past|perf|sing	3868
PRTF Arch|actv|datv|intr|past|perf|plur	3874
PRTF Arch|accs|actv|anim|intr|masc|past|perf|sing	3855
PRTF Arch|accs|actv|inan|intr|masc|past|perf|sing	3856
PRTF Arch|accs|actv|femn|intr|past|perf|sing	3862
PRTF Arch|accs|actv|intr|neut|past|perf|sing	3869
PRTF Arch|accs|actv|anim|intr|past|perf|plur	3875
PRTF Arch|accs|actv|inan|intr|past|perf|plur	3876
PRTF Arch|ablt|actv|intr|masc|past|perf|sing	3857
PRTF Arch|ablt|actv|femn|intr|past|perf|sing	3863
PRTF Arch|ablt|actv|intr|neut|past|perf|sing	3870
PRTF Arch|ablt|actv|intr|past|perf|plur	3877
PRTF Arch|actv|intr|loct|masc|past|perf|sing	3858
PRTF Arch|actv|femn|intr|loct|past|perf|sing	3865
PRTF Arch|actv|intr|loct|neut|past|perf|sing	3871
PRTF Arch|actv|intr|loct|past|perf|plur	3878
PRTF Arch|V-ey|ablt|actv|femn|intr|past|perf|sing	3864
PRTF Arch|actv|impf|intr|masc|nomn|past|sing	3879
PRTF Arch|actv|femn|impf|intr|nomn|past|sing	3886
PRTF Arch|actv|impf|intr|neut|nomn|past|sing	3893
PRTF Arch|actv|impf|intr|nomn|past|plur	3899
PRTF Arch|actv|gent|impf|intr|masc|past|sing	3880
PRTF Arch|actv|femn|gent|impf|intr|past|sing	3887
PRTF Arch|actv|gent|impf|intr|neut|past|sing	3894
PRTF Arch|actv|gent|impf|intr|past|plur	3900
PRTF Arch|actv|datv|impf|intr|masc|past|sing	3881
PRTF Arch|actv|datv|femn|impf|intr|past|sing	3888
PRTF Arch|actv|datv|impf|intr|neut|past|sing	3895
PRTF Arch|actv|datv|impf|intr|past|plur	3901
PRTF Arch|accs|actv|anim|impf|intr|masc|past|sing	3882
PRTF Arch|accs|actv|impf|inan|intr|masc|past|sing	3883
PRTF Arch|accs|actv|femn|impf|intr|past|sing	3889
PRTF Arch|accs|actv|impf|intr|neut|past|sing	3896
PRTF Arch|accs|actv|anim|impf|intr|past|plur	3902
PRTF Arch|accs|actv|impf|inan|intr|past|plur	3903
PRTF Arch|ablt|actv|impf|intr|masc|past|sing	3884
PRTF Arch|ablt|actv|femn|impf|intr|past|sing	3890
PRTF Arch|ablt|actv|impf|intr|neut|past|sing	3897
PRTF Arch|ablt|actv|impf|intr|past|plur	3904
PRTF Arch|actv|impf|intr|loct|masc|past|sing	3885
PRTF Arch|actv|femn|impf|intr|loct|past|sing	3892
PRTF Arch|actv|impf|intr|loct|neut|past|sing	3898
PRTF Arch|actv|impf|intr|loct|past|plur	3905
PRTF Arch|V-ey|ablt|actv|femn|impf|intr|past|sing	3891
PRTF Arch|impf|masc|nomn|pres|pssv|sing|tran	3906
PRTF Arch|femn|impf|nomn|pres|pssv|sing|tran	3913
PRTF Arch|impf|neut|nomn|pres|pssv|sing|tran	3920
PRTF Arch|impf|nomn|plur|pres|pssv|tran	3926
PRTF Arch|gent|impf|masc|pres|pssv|sing|tran	3907
PRTF Arch|femn|gent|impf|pres|pssv|sing|tran	3914
PRTF Arch|gent|impf|neut|pres|pssv|sing|tran	3921
PRTF Arch|gent|impf|plur|pres|pssv|tran	3927
PRTF Arch|datv|impf|masc|pres|pssv|sing|tran	3908
PRTF Arch|datv|femn|impf|pres|pssv|sing|tran	3915
PRTF Arch|datv|impf|neut|pres|pssv|sing|tran	3922
PRTF Arch|datv|impf|plur|pres|pssv|tran	3928
PRTF Arch|accs|anim|impf|masc|pres|pssv|sing|tran	3909
PRTF Arch|accs|impf|inan|masc|pres|pssv|sing|tran	3910
PRTF Arch|accs|femn|impf|pres|pssv|sing|tran	3916
PRTF Arch|accs|impf|neut|pres|pssv|sing|tran	3923
PRTF Arch|accs|anim|impf|plur|pres|pssv|tran	3929
PRTF Arch|accs|impf|inan|plur|pres|pssv|tran	3930
PRTF Arch|ablt|impf|masc|pres|pssv|sing|tran	3911
PRTF Arch|ablt|femn|impf|pres|pssv|sing|tran	3917
PRTF Arch|ablt|impf|neut|pres|pssv|sing|tran	3924
PRTF Arch|ablt|impf|plur|pres|pssv|tran	3931
PRTF Arch|impf|loct|masc|pres|pssv|sing|tran	3912
PRTF Arch|femn|impf|loct|pres|pssv|sing|tran	3919
PRTF Arch|impf|loct|neut|pres|pssv|sing|tran	3925
PRTF Arch|impf|loct|plur|pres|pssv|tran	3932
PRTF Arch|V-oy|ablt|femn|impf|pres|pssv|sing|tran	3918
PRTF Arch|masc|nomn|past|perf|pssv|sing|tran	3933
PRTF Arch|femn|nomn|past|perf|pssv|sing|tran	3940
PRTF Arch|neut|nomn|past|perf|pssv|sing|tran	3947
PRTF Arch|nomn|past|perf|plur|pssv|tran	3953
PRTF Arch|gent|masc|past|perf|pssv|sing|tran	3934
PRTF Arch|femn|gent|past|perf|pssv|sing|tran	3941
PRTF Arch|gent|neut|past|perf|pssv|sing|tran	3948
PRTF Arch|gent|past|perf|plur|pssv|tran	3954
PRTF Arch|datv|masc|past|perf|pssv|sing|tran	3935
PRTF Arch|datv|femn|past|perf|pssv|sing|tran	3942
PRTF Arch|datv|neut|past|perf|pssv|sing|tran	3949
PRTF Arch|datv|past|perf|plur|pssv|tran	3955
PRTF Arch|accs|anim|masc|past|perf|pssv|sing|tran	3936
PRTF Arch|accs|inan|masc|past|perf|pssv|sing|tran	3937
PRTF Arch|accs|femn|past|perf|pssv|sing|tran	3943
PRTF Arch|accs|neut|past|perf|pssv|sing|tran	3950
PRTF Arch|accs|anim|past|perf|plur|pssv|tran	3956
PRTF Arch|accs|inan|past|perf|plur|pssv|tran	3957
PRTF Arch|ablt|masc|past|perf|pssv|sing|tran	3938
PRTF Arch|ablt|femn|past|perf|pssv|sing|tran	3944
PRTF Arch|ablt|neut|past|perf|pssv|sing|tran	3951
PRTF Arch|ablt|past|perf|plur|pssv|tran	3958
PRTF Arch|loct|masc|past|perf|pssv|sing|tran	3939
PRTF Arch|femn|loct|past|perf|pssv|sing|tran	3946
PRTF Arch|loct|neut|past|perf|pssv|sing|tran	3952
PRTF Arch|loct|past|perf|plur|pssv|tran	3959
PRTF Arch|V-oy|ablt|femn|past|perf|pssv|sing|tran	3945
PRTF Arch|impf|masc|nomn|past|pssv|sing|tran	3960
PRTF Arch|femn|impf|nomn|past|pssv|sing|tran	3967
PRTF Arch|impf|neut|nomn|past|pssv|sing|tran	3974
PRTF Arch|impf|nomn|past|plur|pssv|tran	3980
PRTF Arch|gent|impf|masc|past|pssv|sing|tran	3961
PRTF Arch|femn|gent|impf|past|pssv|sing|tran	3968
PRTF Arch|gent|impf|neut|past|pssv|sing|tran	3975
PRTF Arch|gent|impf|past|plur|pssv|tran	3981
PRTF Arch|datv|impf|masc|past|pssv|sing|tran	3962
PRTF Arch|datv|femn|impf|past|pssv|sing|tran	3969
PRTF Arch|datv|impf|neut|past|pssv|sing|tran	3976
PRTF Arch|datv|impf|past|plur|pssv|tran	3982
PRTF Arch|accs|anim|impf|masc|past|pssv|sing|tran	3963
PRTF Arch|accs|impf|inan|masc|past|pssv|sing|tran	3964
PRTF Arch|accs|femn|impf|past|pssv|sing|tran	3970
PRTF Arch|accs|impf|neut|past|pssv|sing|tran	3977
PRTF Arch|accs|anim|impf|past|plur|pssv|tran	3983
PRTF Arch|accs|impf|inan|past|plur|pssv|tran	3984
PRTF Arch|ablt|impf|masc|past|pssv|sing|tran	3965
PRTF Arch|ablt|femn|impf|past|pssv|sing|tran	3971
PRTF Arch|ablt|impf|neut|past|pssv|sing|tran	3978
PRTF Arch|ablt|impf|past|plur|pssv|tran	3985
PRTF Arch|impf|loct|masc|past|pssv|sing|tran	3966
PRTF Arch|femn|impf|loct|past|pssv|sing|tran	3973
PRTF Arch|impf|loct|neut|past|pssv|sing|tran	3979
PRTF Arch|impf|loct|past|plur|pssv|tran	3986
PRTF Arch|V-oy|ablt|femn|impf|past|pssv|sing|tran	3972
PRTF Erro|masc|nomn|past|perf|pssv|sing|tran	3987
PRTF Erro|femn|nomn|past|perf|pssv|sing|tran	3994
PRTF Erro|neut|nomn|past|perf|pssv|sing|tran	4001
PRTF Erro|nomn|past|perf|plur|pssv|tran	4007
PRTF Erro|gent|masc|past|perf|pssv|sing|tran	3988
PRTF Erro|femn|gent|past|perf|pssv|sing|tran	3995
PRTF Erro|gent|neut|past|perf|pssv|sing|tran	4002
PRTF Erro|gent|past|perf|plur|pssv|tran	4008
PRTF Erro|datv|masc|past|perf|pssv|sing|tran	3989
PRTF Erro|datv|femn|past|perf|pssv|sing|tran	3996
PRTF Erro|datv|neut|past|perf|pssv|sing|tran	4003
PRTF Erro|datv|past|perf|plur|pssv|tran	4009
PRTF Erro|accs|anim|masc|past|perf|pssv|sing|tran	3990
PRTF Erro|accs|inan|masc|past|perf|pssv|sing|tran	3991
PRTF Erro|accs|femn|past|perf|pssv|sing|tran	3997
PRTF Erro|accs|neut|past|perf|pssv|sing|tran	4004
PRTF Erro|accs|anim|past|perf|plur|pssv|tran	4010
PRTF Erro|accs|inan|past|perf|plur|pssv|tran	4011
PRTF Erro|ablt|masc|past|perf|pssv|sing|tran	3992
PRTF Erro|ablt|femn|past|perf|pssv|sing|tran	3998
PRTF Erro|ablt|neut|past|perf|pssv|sing|tran	4005
PRTF Erro|ablt|past|perf|plur|pssv|tran	4012
PRTF Erro|loct|masc|past|perf|pssv|sing|tran	3993
PRTF Erro|femn|loct|past|perf|pssv|sing|tran	4000
PRTF Erro|loct|neut|past|perf|pssv|sing|tran	4006
PRTF Erro|loct|past|perf|plur|pssv|tran	4013
PRTF Erro|V-oy|ablt|femn|past|perf|pssv|sing|tran	3999
PRTF Arch|Erro|masc|nomn|past|perf|pssv|sing|tran	4014
PRTF Arch|Erro|femn|nomn|past|perf|pssv|sing|tran	4021
PRTF Arch|Erro|neut|nomn|past|perf|pssv|sing|tran	4028
PRTF Arch|Erro|nomn|past|perf|plur|pssv|tran	4034
PRTF Arch|Erro|gent|masc|past|perf|pssv|sing|tran	4015
PRTF Arch|Erro|femn|gent|past|perf|pssv|sing|tran	4022
PRTF Arch|Erro|gent|neut|past|perf|pssv|sing|tran	4029
PRTF Arch|Erro|gent|past|perf|plur|pssv|tran	4035
PRTF Arch|Erro|datv|masc|past|perf|pssv|sing|tran	4016
PRTF Arch|Erro|datv|femn|past|perf|pssv|sing|tran	4023
PRTF Arch|Erro|datv|neut|past|perf|pssv|sing|tran	4030
PRTF Arch|Erro|datv|past|perf|plur|pssv|tran	4036
PRTF Arch|Erro|accs|anim|masc|past|perf|pssv|sing|tran	4017
PRTF Arch|Erro|accs|inan|masc|past|perf|pssv|sing|tran	4018
PRTF Arch|Erro|accs|femn|past|perf|pssv|sing|tran	4024
PRTF Arch|Erro|accs|neut|past|perf|pssv|sing|tran	4031
PRTF Arch|Erro|accs|anim|past|perf|plur|pssv|tran	4037
PRTF Arch|Erro|accs|inan|past|perf|plur|pssv|tran	4038
PRTF Arch|Erro|ablt|masc|past|perf|pssv|sing|tran	4019
PRTF Arch|Erro|ablt|femn|past|perf|pssv|sing|tran	4025
PRTF Arch|Erro|ablt|neut|past|perf|pssv|sing|tran	4032
PRTF Arch|Erro|ablt|past|perf|plur|pssv|tran	4039
PRTF Arch|Erro|loct|masc|past|perf|pssv|sing|tran	4020
PRTF Arch|Erro|femn|loct|past|perf|pssv|sing|tran	4027
PRTF Arch|Erro|loct|neut|past|perf|pssv|sing|tran	4033
PRTF Arch|Erro|loct|past|perf|plur|pssv|tran	4040
PRTF Arch|Erro|V-oy|ablt|femn|past|perf|pssv|sing|tran	4026
PRTF Adjx|actv|impf|masc|nomn|pres|sing|tran	4041
PRTF Adjx|actv|femn|impf|nomn|pres|sing|tran	4048
PRTF Adjx|actv|impf|neut|nomn|pres|sing|tran	4055
PRTF Adjx|actv|impf|nomn|plur|pres|tran	4061
PRTF Adjx|actv|gent|impf|masc|pres|sing|tran	4042
PRTF Adjx|actv|femn|gent|impf|pres|sing|tran	4049
PRTF Adjx|actv|gent|impf|neut|pres|sing|tran	4056
PRTF Adjx|actv|gent|impf|plur|pres|tran	4062
PRTF Adjx|actv|datv|impf|masc|pres|sing|tran	4043
PRTF Adjx|actv|datv|femn|impf|pres|sing|tran	4050
PRTF Adjx|actv|datv|impf|neut|pres|sing|tran	4057
PRTF Adjx|actv|datv|impf|plur|pres|tran	4063
PRTF Adjx|accs|actv|anim|impf|masc|pres|sing|tran	4044
PRTF Adjx|accs|actv|impf|inan|masc|pres|sing|tran	4045
PRTF Adjx|accs|actv|femn|impf|pres|sing|tran	4051
PRTF Adjx|accs|actv|impf|neut|pres|sing|tran	4058
PRTF Adjx|accs|actv|anim|impf|plur|pres|tran	4064
PRTF Adjx|accs|actv|impf|inan|plur|pres|tran	4065
PRTF Adjx|ablt|actv|impf|masc|pres|sing|tran	4046
PRTF Adjx|ablt|actv|femn|impf|pres|sing|tran	4052
PRTF Adjx|ablt|actv|impf|neut|pres|sing|tran	4059
PRTF Adjx|ablt|actv|impf|plur|pres|tran	4066
PRTF Adjx|actv|impf|loct|masc|pres|sing|tran	4047
PRTF Adjx|actv|femn|impf|loct|pres|sing|tran	4054
PRTF Adjx|actv|impf|loct|neut|pres|sing|tran	4060
PRTF Adjx|actv|impf|loct|plur|pres|tran	4067
PRTF Adjx|V-ey|ablt|actv|femn|impf|pres|sing|tran	4053
PRTF Adjx|actv|impf|intr|masc|nomn|pres|sing	4068
PRTF Adjx|actv|femn|impf|intr|nomn|pres|sing	4075
PRTF Adjx|actv|impf|intr|neut|nomn|pres|sing	4082
PRTF Adjx|actv|impf|intr|nomn|plur|pres	4088
PRTF Adjx|actv|gent|impf|intr|masc|pres|sing	4069
PRTF Adjx|actv|femn|gent|impf|intr|pres|sing	4076
PRTF Adjx|actv|gent|impf|intr|neut|pres|sing	4083
PRTF Adjx|actv|gent|impf|intr|plur|pres	4089
PRTF Adjx|actv|datv|impf|intr|masc|pres|sing	4070
PRTF Adjx|actv|datv|femn|impf|intr|pres|sing	4077
PRTF Adjx|actv|datv|impf|intr|neut|pres|sing	4084
PRTF Adjx|actv|datv|impf|intr|plur|pres	4090
PRTF Adjx|accs|actv|anim|impf|intr|masc|pres|sing	4071
PRTF Adjx|accs|actv|impf|inan|intr|masc|pres|sing	4072
PRTF Adjx|accs|actv|femn|impf|intr|pres|sing	4078
PRTF Adjx|accs|actv|impf|intr|neut|pres|sing	4085
PRTF Adjx|accs|actv|anim|impf|intr|plur|pres	4091
PRTF Adjx|accs|actv|impf|inan|intr|plur|pres	4092
PRTF Adjx|ablt|actv|impf|intr|masc|pres|sing	4073
PRTF Adjx|ablt|actv|femn|impf|intr|pres|sing	4079
PRTF Adjx|ablt|actv|impf|intr|neut|pres|sing	4086
PRTF Adjx|ablt|actv|impf|intr|plur|pres	4093
PRTF Adjx|actv|impf|intr|loct|masc|pres|sing	4074
PRTF Adjx|actv|femn|impf|intr|loct|pres|sing	4081
PRTF Adjx|actv|impf|intr|loct|neut|pres|sing	4087
PRTF Adjx|actv|impf|intr|loct|plur|pres	4094
PRTF Adjx|V-ey|ablt|actv|femn|impf|intr|pres|sing	4080
PRTF Adjx|actv|intr|masc|nomn|past|perf|sing	4095
PRTF Adjx|actv|femn|intr|nomn|past|perf|sing	4102
PRTF Adjx|actv|intr|neut|nomn|past|perf|sing	4109
PRTF Adjx|actv|intr|nomn|past|perf|plur	4115
PRTF Adjx|actv|gent|intr|masc|past|perf|sing	4096
PRTF Adjx|actv|femn|gent|intr|past|perf|sing	4103
PRTF Adjx|actv|gent|intr|neut|past|perf|sing	4110
PRTF Adjx|actv|gent|intr|past|perf|plur	4116
PRTF Adjx|actv|datv|intr|masc|past|perf|sing	4097
PRTF Adjx|actv|datv|femn|intr|past|perf|sing	4104
PRTF Adjx|actv|datv|intr|neut|past|perf|sing	4111
PRTF Adjx|actv|datv|intr|past|perf|plur	4117
PRTF Adjx|accs|actv|anim|intr|masc|past|perf|sing	4098
PRTF Adjx|accs|actv|inan|intr|masc|past|perf|sing	4099
PRTF Adjx|accs|actv|femn|intr|past|perf|sing	4105
PRTF Adjx|accs|actv|intr|neut|past|perf|sing	4112
PRTF Adjx|accs|actv|anim|intr|past|perf|plur	4118
PRTF Adjx|accs|actv|inan|intr|past|perf|plur	4119
PRTF Adjx|ablt|actv|intr|masc|past|perf|sing	4100
PRTF Adjx|ablt|actv|femn|intr|past|perf|sing	4106
PRTF Adjx|ablt|actv|intr|neut|past|perf|sing	4113
PRTF Adjx|ablt|actv|intr|past|perf|plur	4120
PRTF Adjx|actv|intr|loct|masc|past|perf|sing	4101
PRTF Adjx|actv|femn|intr|loct|past|perf|sing	4108
PRTF Adjx|actv|intr|loct|neut|past|perf|sing	4114
PRTF Adjx|actv|intr|loct|past|perf|plur	4121
PRTF Adjx|V-ey|ablt|actv|femn|intr|past|perf|sing	4107
PRTF Adjx|impf|masc|nomn|pres|pssv|sing|tran	4122
PRTF Adjx|femn|impf|nomn|pres|pssv|sing|tran	4129
PRTF Adjx|impf|neut|nomn|pres|pssv|sing|tran	4136
PRTF Adjx|impf|nomn|plur|pres|pssv|tran	4142
PRTF Adjx|gent|impf|masc|pres|pssv|sing|tran	4123
PRTF Adjx|femn|gent|impf|pres|pssv|sing|tran	4130
PRTF Adjx|gent|impf|neut|pres|pssv|sing|tran	4137
PRTF Adjx|gent|impf|plur|pres|pssv|tran	4143
PRTF Adjx|datv|impf|masc|pres|pssv|sing|tran	4124
PRTF Adjx|datv|femn|impf|pres|pssv|sing|tran	4131
PRTF Adjx|datv|impf|neut|pres|pssv|sing|tran	4138
PRTF Adjx|datv|impf|plur|pres|pssv|tran	4144
PRTF Adjx|accs|anim|impf|masc|pres|pssv|sing|tran	4125
PRTF Adjx|accs|impf|inan|masc|pres|pssv|sing|tran	4126
PRTF Adjx|accs|femn|impf|pres|pssv|sing|tran	4132
PRTF Adjx|accs|impf|neut|pres|pssv|sing|tran	4139
PRTF Adjx|accs|anim|impf|plur|pres|pssv|tran	4145
PRTF Adjx|accs|impf|inan|plur|pres|pssv|tran	4146
PRTF Adjx|ablt|impf|masc|pres|pssv|sing|tran	4127
